string_protein_id,gene_symbol,match_type
9606.ENSP00000264231,POPDC2,direct
9606.ENSP00000264233,POLQ,direct
9606.ENSP00000264234,UPK1B,direct
9606.ENSP00000264245,ARHGAP31,direct
9606.ENSP00000264246,CD80,direct
9606.ENSP00000264249,CHST10,direct
9606.ENSP00000264254,PDCL3,direct
9606.ENSP00000264255,TXNDC9,direct
9606.ENSP00000264257,IL1RL2,direct
9606.ENSP00000264260,IL18RAP,direct
9606.ENSP00000264263,GFM1,direct
9606.ENSP00000264265,LXN,direct
9606.ENSP00000264276,ALS2,direct
9606.ENSP00000264279,NOP58,direct
9606.ENSP00000264313,SLAIN2,direct
9606.ENSP00000264316,TXK,direct
9606.ENSP00000264318,GABRA4,direct
9606.ENSP00000264331,TOP2B,direct
9606.ENSP00000264335,YWHAE,direct
9606.ENSP00000264344,FAM13A,direct
9606.ENSP00000264346,HERC6,direct
9606.ENSP00000264350,HERC5,direct
9606.ENSP00000264360,PCDH10,direct
9606.ENSP00000264363,NDST4,direct
9606.ENSP00000264376,CRYGD,direct
9606.ENSP00000264377,ADAM23,direct
9606.ENSP00000264380,PIKFYVE,direct
9606.ENSP00000264381,BCHE,direct
9606.ENSP00000264382,SI,direct
9606.ENSP00000264399,PRKG2,direct
9606.ENSP00000264400,RASGEF1B,direct
9606.ENSP00000264409,GPAT3,direct
9606.ENSP00000264414,CUL3,direct
9606.ENSP00000264428,GLRB,direct
9606.ENSP00000264431,RAPGEF2,direct
9606.ENSP00000264433,FNIP2,direct
9606.ENSP00000264434,C2ORF42,direct
9606.ENSP00000264436,ADD2,direct
9606.ENSP00000264444,MXD1,direct
9606.ENSP00000264451,SLC30A9,direct
9606.ENSP00000264454,SEC22C,direct
9606.ENSP00000264463,CDH10,direct
9606.ENSP00000264474,CSTA,direct
9606.ENSP00000264498,FGF2,direct
9606.ENSP00000264499,BBS7,direct
9606.ENSP00000264515,RBBP5,direct
9606.ENSP00000264538,IFT57,direct
9606.ENSP00000264552,UBE2S,direct
9606.ENSP00000264553,GZMM,direct
9606.ENSP00000264554,SHC2,direct
9606.ENSP00000264555,PHRF1,direct
9606.ENSP00000264563,IL11,direct
9606.ENSP00000264595,AGA,direct
9606.ENSP00000264596,NEIL3,direct
9606.ENSP00000264601,RAB17,direct
9606.ENSP00000264605,MLPH,direct
9606.ENSP00000264606,HDAC4,direct
9606.ENSP00000264607,ASB1,direct
9606.ENSP00000264613,CP,direct
9606.ENSP00000264634,WNT5A,direct
9606.ENSP00000264637,THRA,direct
9606.ENSP00000264638,CNTNAP1,direct
9606.ENSP00000264639,PSMD3,direct
9606.ENSP00000264645,CASC3,direct
9606.ENSP00000264649,ATP6V0A1,direct
9606.ENSP00000264651,KRT24,direct
9606.ENSP00000264657,STAT3,direct
9606.ENSP00000264658,FBXL20,direct
9606.ENSP00000264661,KCNH4,direct
9606.ENSP00000264663,NNT,direct
9606.ENSP00000264664,FGF10,direct
9606.ENSP00000264669,FASTKD3,direct
9606.ENSP00000264670,NSUN2,direct
9606.ENSP00000264674,MECOM,direct
9606.ENSP00000264689,UFSP2,direct
9606.ENSP00000264690,KLKB1,direct
9606.ENSP00000264703,FNDC4,direct
9606.ENSP00000264705,CAD,direct
9606.ENSP00000264709,DNMT3A,direct
9606.ENSP00000264710,RAB10,direct
9606.ENSP00000264711,DNAJC27,direct
9606.ENSP00000264712,KIF3C,direct
9606.ENSP00000264716,FOSL2,direct
9606.ENSP00000264717,GCKR,direct
9606.ENSP00000264718,GPN1,direct
9606.ENSP00000264731,TP63,direct
9606.ENSP00000264734,CLDN16,direct
9606.ENSP00000264741,ITGA9,direct
9606.ENSP00000264758,ADD1,direct
9606.ENSP00000264771,TMEM175,direct
9606.ENSP00000264773,KCNN2,direct
9606.ENSP00000264775,PLPP1,direct
9606.ENSP00000264784,SLC2A9,direct
9606.ENSP00000264808,PRDM5,direct
9606.ENSP00000264819,MIER2,direct
9606.ENSP00000264824,LYL1,direct
9606.ENSP00000264828,COL5A3,direct
9606.ENSP00000264832,ICAM1,direct
9606.ENSP00000264833,OLFM2,direct
9606.ENSP00000264834,KLF1,direct
9606.ENSP00000264864,PI4K2B,direct
9606.ENSP00000264866,TBC1D19,direct
9606.ENSP00000264867,PPARGC1A,direct
9606.ENSP00000264870,F13A1,direct
9606.ENSP00000264883,NUP54,direct
9606.ENSP00000264896,SCARB2,direct
9606.ENSP00000264904,USO1,direct
9606.ENSP00000264908,ANXA3,direct
9606.ENSP00000264914,ARSB,direct
9606.ENSP00000264917,PDE8B,direct
9606.ENSP00000264926,RAD18,direct
9606.ENSP00000264930,SLC12A7,direct
9606.ENSP00000264932,SDHA,direct
9606.ENSP00000264933,PDCD6,direct
9606.ENSP00000264935,CEP72,direct
9606.ENSP00000264938,SLC9A3,direct
9606.ENSP00000264951,XRN1,direct
9606.ENSP00000264952,GRK7,direct
9606.ENSP00000264954,GRPEL1,direct
9606.ENSP00000264956,EVC,direct
9606.ENSP00000264968,MGAT4A,direct
9606.ENSP00000264972,ZAP70,direct
9606.ENSP00000264977,PPP2R3A,direct
9606.ENSP00000264982,CEP70,direct
9606.ENSP00000264990,ACAD11,direct
9606.ENSP00000264993,CDV3,direct
9606.ENSP00000264995,MRPL3,direct
9606.ENSP00000265000,GALNT7,direct
9606.ENSP00000265007,SOX30,direct
9606.ENSP00000265016,BST1,direct
9606.ENSP00000265018,FAM184B,direct
9606.ENSP00000265022,DGKG,direct
9606.ENSP00000265026,MAP3K13,direct
9606.ENSP00000265029,FETUB,direct
9606.ENSP00000265036,DEPDC1B,direct
9606.ENSP00000265038,ERCC8,direct
9606.ENSP00000265052,MGLL,direct
9606.ENSP00000265056,MCM2,direct
9606.ENSP00000265062,RAB7A,direct
9606.ENSP00000265069,ZFR,direct
9606.ENSP00000265070,GOLPH3,direct
9606.ENSP00000265071,CDH6,direct
9606.ENSP00000265073,SUB1,direct
9606.ENSP00000265074,NPR3,direct
9606.ENSP00000265077,VCAN,direct
9606.ENSP00000265080,RASGRF2,direct
9606.ENSP00000265081,MSH3,direct
9606.ENSP00000265085,CPEB4,direct
9606.ENSP00000265087,STC2,direct
9606.ENSP00000265094,FBXW11,direct
9606.ENSP00000265097,THOC3,direct
9606.ENSP00000265104,DNAH5,direct
9606.ENSP00000265107,WDR70,direct
9606.ENSP00000265113,SLC1A3,direct
9606.ENSP00000265131,TNC,direct
9606.ENSP00000265132,AMBP,direct
9606.ENSP00000265138,ARRDC3,direct
9606.ENSP00000265140,SLF1,direct
9606.ENSP00000265148,CENPE,direct
9606.ENSP00000265162,ENPEP,direct
9606.ENSP00000265164,CASP6,direct
9606.ENSP00000265165,LEF1,direct
9606.ENSP00000265171,EGF,direct
9606.ENSP00000265174,PAPSS1,direct
9606.ENSP00000265191,NME5,direct
9606.ENSP00000265195,SIL1,direct
9606.ENSP00000265224,ANKRD7,direct
9606.ENSP00000265239,DRC9,alias
9606.ENSP00000265245,LSG1,direct
9606.ENSP00000265260,PCNP,direct
9606.ENSP00000265271,RBM27,direct
9606.ENSP00000265276,GPAM,direct
9606.ENSP00000265295,SPDL1,direct
9606.ENSP00000265299,MINDY4,direct
9606.ENSP00000265310,TRPV5,direct
9606.ENSP00000265316,ABCB6,direct
9606.ENSP00000265322,PECR,direct
9606.ENSP00000265334,CDKL3,direct
9606.ENSP00000265339,UBE2B,direct
9606.ENSP00000265340,PITX1,direct
9606.ENSP00000265342,FSTL4,direct
9606.ENSP00000265343,AFF4,direct
9606.ENSP00000265350,MED20,direct
9606.ENSP00000265351,XPO5,direct
9606.ENSP00000265354,SRF,direct
9606.ENSP00000265361,SEMA3C,direct
9606.ENSP00000265362,SEMA3A,direct
9606.ENSP00000265371,NRP1,direct
9606.ENSP00000265372,CREM,direct
9606.ENSP00000265379,COL6A5,direct
9606.ENSP00000265381,APBA1,direct
9606.ENSP00000265382,PIP5K1B,direct
9606.ENSP00000265388,TNPO3,direct
9606.ENSP00000265395,HIBADH,direct
9606.ENSP00000265403,UGT2B10,direct
9606.ENSP00000265404,STAP1,direct
9606.ENSP00000265421,POLB,direct
9606.ENSP00000265431,CALB1,direct
9606.ENSP00000265433,NBN,direct
9606.ENSP00000265437,ST7,direct
9606.ENSP00000265440,TFEC,direct
9606.ENSP00000265441,WNT2,direct
9606.ENSP00000265459,NRXN2,direct
9606.ENSP00000265462,PRDX5,direct
9606.ENSP00000265465,POLA2,direct
9606.ENSP00000265471,B3GAT3,direct
9606.ENSP00000265560,USP4,direct
9606.ENSP00000265562,PTPN23,direct
9606.ENSP00000265563,PRKAR2A,direct
9606.ENSP00000265564,EXOSC7,direct
9606.ENSP00000265565,SCAP,direct
9606.ENSP00000265593,CLCN2,direct
9606.ENSP00000265594,MCCC1,direct
9606.ENSP00000265598,LAMP3,direct
9606.ENSP00000265602,AHI1,direct
9606.ENSP00000265605,ALDH8A1,direct
9606.ENSP00000265627,PON3,direct
9606.ENSP00000265634,NPTX2,direct
9606.ENSP00000265641,CPT1A,direct
9606.ENSP00000265643,GAL,direct
9606.ENSP00000265651,FBXO3,direct
9606.ENSP00000265686,TCIRG1,direct
9606.ENSP00000265689,CHKA,direct
9606.ENSP00000265707,ADAM18,direct
9606.ENSP00000265708,ADAM2,direct
9606.ENSP00000265709,ANK1,direct
9606.ENSP00000265713,KAT6A,direct
9606.ENSP00000265717,PRKAR2B,direct
9606.ENSP00000265720,DUS4L,direct
9606.ENSP00000265723,ABCB4,direct
9606.ENSP00000265727,ADAM22,direct
9606.ENSP00000265728,DBF4,direct
9606.ENSP00000265729,SRI,direct
9606.ENSP00000265732,RBM48,direct
9606.ENSP00000265734,CDK6,direct
9606.ENSP00000265742,ANKIB1,direct
9606.ENSP00000265748,ANLN,direct
9606.ENSP00000265753,EIF4H,direct
9606.ENSP00000265769,ADAM28,direct
9606.ENSP00000265806,R3HCC1,direct
9606.ENSP00000265807,SH2D4A,direct
9606.ENSP00000265825,FSCN3,direct
9606.ENSP00000265827,ZNF800,direct
9606.ENSP00000265838,ACAT1,direct
9606.ENSP00000265840,ELMOD1,direct
9606.ENSP00000265843,EXPH5,direct
9606.ENSP00000265849,PMS2,direct
9606.ENSP00000265857,GET4,direct
9606.ENSP00000265866,HNRNPH3,direct
9606.ENSP00000265872,CCAR1,direct
9606.ENSP00000265896,SQLE,direct
9606.ENSP00000265909,SNX19,direct
9606.ENSP00000265922,BRINP1,direct
9606.ENSP00000265960,MAPKAP1,direct
9606.ENSP00000265963,GTF2H1,direct
9606.ENSP00000265965,SERGEF,direct
9606.ENSP00000265967,HPS5,direct
9606.ENSP00000265969,KCNC1,direct
9606.ENSP00000265970,PIK3C2A,direct
9606.ENSP00000265981,RNF141,direct
9606.ENSP00000265983,HPX,direct
9606.ENSP00000265986,IDE,direct
9606.ENSP00000265990,BTAF1,direct
9606.ENSP00000265997,CPEB3,direct
9606.ENSP00000266000,DAXX,direct
9606.ENSP00000266014,GLT8D1,direct
9606.ENSP00000266022,RBM6,direct
9606.ENSP00000266025,TMEM115,direct
9606.ENSP00000266031,HYAL1,direct
9606.ENSP00000266037,DOCK3,direct
9606.ENSP00000266041,ITIH4,direct
9606.ENSP00000266058,SLIT1,direct
9606.ENSP00000266066,SFRP5,direct
9606.ENSP00000266068,GMEB2,direct
9606.ENSP00000266069,GID8,direct
9606.ENSP00000266070,DIDO1,direct
9606.ENSP00000266077,SLC2A4RG,direct
9606.ENSP00000266079,PRPF6,direct
9606.ENSP00000266085,TIMP3,direct
9606.ENSP00000266086,SLC5A4,direct
9606.ENSP00000266087,FBXO7,direct
9606.ENSP00000266088,SLC5A1,direct
9606.ENSP00000266126,EIF2B2,direct
9606.ENSP00000266254,TTLL1,direct
9606.ENSP00000266263,MTFP1,direct
9606.ENSP00000266269,PATZ1,direct
9606.ENSP00000266304,TEF,direct
9606.ENSP00000266376,CACNA1C,direct
9606.ENSP00000266383,B4GALNT3,direct
9606.ENSP00000266395,PDE6H,direct
9606.ENSP00000266397,ERP27,direct
9606.ENSP00000266483,ALG10,direct
9606.ENSP00000266503,BMAL2,alias
9606.ENSP00000266505,PLCZ1,direct
9606.ENSP00000266529,ZCRB1,direct
9606.ENSP00000266534,TMEM117,direct
9606.ENSP00000266542,C1RL,direct
9606.ENSP00000266544,NDUFA9,direct
9606.ENSP00000266546,CLSTN3,direct
9606.ENSP00000266551,KLRG1,direct
9606.ENSP00000266556,TAPBPL,direct
9606.ENSP00000266557,CD27,direct
9606.ENSP00000266560,RBP5,direct
9606.ENSP00000266579,SLC38A4,direct
9606.ENSP00000266581,AMIGO2,direct
9606.ENSP00000266594,ANP32D,direct
9606.ENSP00000266604,LLPH,direct
9606.ENSP00000266643,MARCHF9,direct
9606.ENSP00000266646,INHBE,direct
9606.ENSP00000266659,GLIPR1,direct
9606.ENSP00000266671,PHLDA1,direct
9606.ENSP00000266673,TMEM19,direct
9606.ENSP00000266674,LGR5,direct
9606.ENSP00000266679,CPSF6,direct
9606.ENSP00000266682,SLC6A15,direct
9606.ENSP00000266712,TMTC3,direct
9606.ENSP00000266718,LUM,direct
9606.ENSP00000266719,KERA,direct
9606.ENSP00000266732,TMPO,direct
9606.ENSP00000266735,SNRPF,direct
9606.ENSP00000266736,AMDHD1,direct
9606.ENSP00000266744,ASCL1,direct
9606.ENSP00000266771,SLC15A4,direct
9606.ENSP00000266970,CDK2,direct
9606.ENSP00000266980,SLC39A5,direct
9606.ENSP00000266987,TARBP2,direct
9606.ENSP00000267017,NPFF,direct
9606.ENSP00000267082,ITGB7,direct
9606.ENSP00000267085,CSAD,direct
9606.ENSP00000267101,ERBB3,direct
9606.ENSP00000267102,LMBR1L,direct
9606.ENSP00000267103,MYG1,alias
9606.ENSP00000267113,ESYT1,direct
9606.ENSP00000267116,ANKRD52,direct
9606.ENSP00000267119,KRT71,direct
9606.ENSP00000267163,RB1,direct
9606.ENSP00000267199,VPS33A,direct
9606.ENSP00000267202,VPS37B,direct
9606.ENSP00000267205,RHOF,direct
9606.ENSP00000267257,PXN,direct
9606.ENSP00000267260,SRRM4,direct
9606.ENSP00000267273,METTL21C,direct
9606.ENSP00000267291,RNF113B,direct
9606.ENSP00000267294,ZIC5,direct
9606.ENSP00000267328,RAB20,direct
9606.ENSP00000267339,ANKRD10,direct
9606.ENSP00000267377,SSTR1,direct
9606.ENSP00000267396,REM2,direct
9606.ENSP00000267406,CBLN3,direct
9606.ENSP00000267415,TINF2,direct
9606.ENSP00000267425,NOP9,direct
9606.ENSP00000267426,FITM1,direct
9606.ENSP00000267430,FANCM,direct
9606.ENSP00000267436,L2HGDH,direct
9606.ENSP00000267460,PELI2,direct
9606.ENSP00000267484,RTN1,direct
9606.ENSP00000267485,ARMH4,direct
9606.ENSP00000267549,GPR65,direct
9606.ENSP00000267569,JDP2,direct
9606.ENSP00000267584,AK7,direct
9606.ENSP00000267594,FAM181A,direct
9606.ENSP00000267615,ITPK1,direct
9606.ENSP00000267622,TRIP11,direct
9606.ENSP00000267750,EMC4,direct
9606.ENSP00000267803,DUOXA1,direct
9606.ENSP00000267807,ZNF280D,direct
9606.ENSP00000267812,MFAP1,direct
9606.ENSP00000267814,SORD,direct
9606.ENSP00000267838,LYSMD2,direct
9606.ENSP00000267842,SLC27A2,direct
9606.ENSP00000267843,FGF7,direct
9606.ENSP00000267845,HDC,direct
9606.ENSP00000267853,MYZAP,direct
9606.ENSP00000267859,BNIP2,direct
9606.ENSP00000267884,SRP14,direct
9606.ENSP00000267889,DISP2,direct
9606.ENSP00000267890,TTBK2,direct
9606.ENSP00000267935,COMMD4,direct
9606.ENSP00000267938,UBE2Q2,direct
9606.ENSP00000267953,BCL2A1,direct
9606.ENSP00000267970,TSPAN3,direct
9606.ENSP00000267984,TLNRD1,direct
9606.ENSP00000268042,ARRDC4,direct
9606.ENSP00000268053,CYP11A1,direct
9606.ENSP00000268057,BBS4,direct
9606.ENSP00000268058,PML,direct
9606.ENSP00000268070,ADAMTS17,direct
9606.ENSP00000268099,SCAMP2,direct
9606.ENSP00000268122,RHCG,direct
9606.ENSP00000268125,RLBP1,direct
9606.ENSP00000268129,ABHD2,direct
9606.ENSP00000268130,WDR93,direct
9606.ENSP00000268138,TICRR,direct
9606.ENSP00000268150,MFGE8,direct
9606.ENSP00000268154,ZNF710,direct
9606.ENSP00000268164,ST8SIA2,direct
9606.ENSP00000268182,IQGAP1,direct
9606.ENSP00000268184,CRTC3,direct
9606.ENSP00000268206,EFL1,direct
9606.ENSP00000268231,SEPTIN12,direct
9606.ENSP00000268261,PMM2,direct
9606.ENSP00000268281,PRSS36,direct
9606.ENSP00000268379,UQCRC2,direct
9606.ENSP00000268383,CDR2,direct
9606.ENSP00000268389,IGSF6,direct
9606.ENSP00000268459,NKD1,direct
9606.ENSP00000268482,DHX38,direct
9606.ENSP00000268483,TXNL4B,direct
9606.ENSP00000268533,NUDT7,direct
9606.ENSP00000268595,CMTM2,direct
9606.ENSP00000268603,CDH11,direct
9606.ENSP00000268613,CDH13,direct
9606.ENSP00000268616,ZCCHC14,direct
9606.ENSP00000268624,ADAD2,direct
9606.ENSP00000268638,IRF8,direct
9606.ENSP00000268655,ZNF174,direct
9606.ENSP00000268661,RPL3L,direct
9606.ENSP00000268668,NDUFB10,direct
9606.ENSP00000268676,DEF8,direct
9606.ENSP00000268679,CBFA2T3,direct
9606.ENSP00000268695,GALNS,direct
9606.ENSP00000268699,DRC4,alias
9606.ENSP00000268711,MED9,direct
9606.ENSP00000268712,NCOR1,direct
9606.ENSP00000268717,COPS3,direct
9606.ENSP00000268719,GID4,direct
9606.ENSP00000268720,CPNE7,direct
9606.ENSP00000268766,NEK8,direct
9606.ENSP00000268797,GFOD2,direct
9606.ENSP00000268802,NOB1,direct
9606.ENSP00000268835,PRPSAP2,direct
9606.ENSP00000268876,UNC45B,direct
9606.ENSP00000268919,KIF2B,direct
9606.ENSP00000268933,EPN3,direct
9606.ENSP00000268989,SGSM2,direct
9606.ENSP00000269025,LRRC46,direct
9606.ENSP00000269051,RHBDL3,direct
9606.ENSP00000269053,SPACA3,direct
9606.ENSP00000269081,ABCA10,direct
9606.ENSP00000269097,G6PC3,direct
9606.ENSP00000269141,CDH2,direct
9606.ENSP00000269143,AFG3L2,direct
9606.ENSP00000269159,IMPA2,direct
9606.ENSP00000269187,SLC39A6,direct
9606.ENSP00000269195,GALNT1,direct
9606.ENSP00000269197,ASXL3,direct
9606.ENSP00000269202,MEP1B,direct
9606.ENSP00000269209,GAREM1,direct
9606.ENSP00000269214,ESCO1,direct
9606.ENSP00000269216,GATA6,direct
9606.ENSP00000269221,RMC1,direct
9606.ENSP00000269228,NPC1,direct
9606.ENSP00000269289,ZMYND15,direct
9606.ENSP00000269298,SAT2,direct
9606.ENSP00000269299,ASGR1,direct
9606.ENSP00000269305,TP53,direct
9606.ENSP00000269346,TTYH2,direct
9606.ENSP00000269373,FN3KRP,direct
9606.ENSP00000269383,TRIM65,direct
9606.ENSP00000269385,CBX8,direct
9606.ENSP00000269389,SECTM1,direct
9606.ENSP00000269391,RNF157,direct
9606.ENSP00000269392,CEP131,direct
9606.ENSP00000269394,ZNF750,direct
9606.ENSP00000269397,CBX4,direct
9606.ENSP00000269439,ARK2C,alias
9606.ENSP00000269445,DYM,direct
9606.ENSP00000269466,ELAC1,direct
9606.ENSP00000269489,SERPINB13,direct
9606.ENSP00000269499,ZCCHC2,direct
9606.ENSP00000269503,CBLN2,direct
9606.ENSP00000269571,ERBB2,direct
9606.ENSP00000269576,KRT10,direct
9606.ENSP00000269582,PNMT,direct
9606.ENSP00000269586,ARL5C,direct
9606.ENSP00000269593,IGFBP4,direct
9606.ENSP00000269601,TXNL4A,direct
9606.ENSP00000269701,AKAP8,direct
9606.ENSP00000269703,CYP4F22,direct
9606.ENSP00000269740,SLC39A3,direct
9606.ENSP00000269829,ZNF544,direct
9606.ENSP00000269834,ZIM3,direct
9606.ENSP00000269844,PRDM15,direct
9606.ENSP00000269848,PFKL,direct
9606.ENSP00000269856,FEM1A,direct
9606.ENSP00000269878,CIB3,direct
9606.ENSP00000269881,CALR3,direct
9606.ENSP00000269886,SH3GL1,direct
9606.ENSP00000269919,PGPEP1,direct
9606.ENSP00000269945,DMRTC2,direct
9606.ENSP00000269967,CCDC97,direct
9606.ENSP00000269973,ZNF45,direct
9606.ENSP00000269980,BCKDHA,direct
9606.ENSP00000270001,ZFP14,direct
9606.ENSP00000270061,SSBP4,direct
9606.ENSP00000270066,SMG9,direct
9606.ENSP00000270077,PSG9,direct
9606.ENSP00000270112,HUNK,direct
9606.ENSP00000270115,LRRC56,direct
9606.ENSP00000270139,IFNAR1,direct
9606.ENSP00000270142,SOD1,direct
9606.ENSP00000270162,SIK1,direct
9606.ENSP00000270172,DNMT3L,direct
9606.ENSP00000270176,SCYL1,direct
9606.ENSP00000270223,DMWD,direct
9606.ENSP00000270225,SAE1,direct
9606.ENSP00000270233,BCAM,direct
9606.ENSP00000270235,NTN5,direct
9606.ENSP00000270238,LMTK3,direct
9606.ENSP00000270257,GEMIN7,direct
9606.ENSP00000270310,FXYD7,direct
9606.ENSP00000270349,SLC6A3,direct
9606.ENSP00000270357,RNPEPL1,direct
9606.ENSP00000270458,CACNG8,direct
9606.ENSP00000270502,TIMM29,direct
9606.ENSP00000270509,FBN3,direct
9606.ENSP00000270517,ECSIT,direct
9606.ENSP00000270538,TIMM44,direct
9606.ENSP00000270560,TM4SF5,direct
9606.ENSP00000270570,SLC47A1,direct
9606.ENSP00000270583,KLHDC4,direct
9606.ENSP00000270586,PSMB6,direct
9606.ENSP00000270590,GPR32,direct
9606.ENSP00000270593,ACP4,direct
9606.ENSP00000270625,RPS11,direct
9606.ENSP00000270631,PTH2,direct
9606.ENSP00000270642,IGLON5,direct
9606.ENSP00000270645,RCN3,direct
9606.ENSP00000270649,ZNF614,direct
9606.ENSP00000270708,WRAP73,direct
9606.ENSP00000270722,PRDM16,direct
9606.ENSP00000270747,ARHGEF19,direct
9606.ENSP00000270776,PGD,direct
9606.ENSP00000270792,SH3BGRL3,direct
9606.ENSP00000270800,IL22RA1,direct
9606.ENSP00000270824,EVA1B,direct
9606.ENSP00000270861,PLK4,direct
9606.ENSP00000270879,FCN3,direct
9606.ENSP00000271064,TINAGL1,direct
9606.ENSP00000271139,MOB3C,direct
9606.ENSP00000271227,SLC44A3,direct
9606.ENSP00000271234,FNBP1L,direct
9606.ENSP00000271277,CTTNBP2NL,direct
9606.ENSP00000271308,PSMA5,direct
9606.ENSP00000271331,PROK1,direct
9606.ENSP00000271332,CELSR2,direct
9606.ENSP00000271373,MPC2,direct
9606.ENSP00000271375,SFT2D2,direct
9606.ENSP00000271417,ILDR2,direct
9606.ENSP00000271450,FCGR2A,direct
9606.ENSP00000271452,NUF2,direct
9606.ENSP00000271469,UAP1,direct
9606.ENSP00000271526,PRCC,direct
9606.ENSP00000271532,FCRL4,direct
9606.ENSP00000271555,MEF2D,direct
9606.ENSP00000271588,HMCN1,direct
9606.ENSP00000271620,PRUNE1,direct
9606.ENSP00000271628,SF3B4,direct
9606.ENSP00000271636,CGN,direct
9606.ENSP00000271638,S100A11,direct
9606.ENSP00000271640,SETDB1,direct
9606.ENSP00000271651,CTSK,direct
9606.ENSP00000271688,CERS2,direct
9606.ENSP00000271715,POGZ,direct
9606.ENSP00000271732,GOLPH3L,direct
9606.ENSP00000271751,KCNH1,direct
9606.ENSP00000271764,EIF2D,direct
9606.ENSP00000271835,CRNN,direct
9606.ENSP00000271843,JTB,direct
9606.ENSP00000271857,SLC27A3,direct
9606.ENSP00000271889,CREB3L4,direct
9606.ENSP00000271971,CAPN9,direct
9606.ENSP00000272067,ACP1,direct
9606.ENSP00000272091,SDE2,direct
9606.ENSP00000272133,CNIH3,direct
9606.ENSP00000272134,LEFTY1,direct
9606.ENSP00000272139,MMTAG2,alias
9606.ENSP00000272164,WNT9A,direct
9606.ENSP00000272190,REN,direct
9606.ENSP00000272203,PLEKHA6,direct
9606.ENSP00000272217,ARL8A,direct
9606.ENSP00000272223,OSR1,direct
9606.ENSP00000272224,GDF7,direct
9606.ENSP00000272233,RHOB,direct
9606.ENSP00000272238,ATP6V1C2,direct
9606.ENSP00000272252,GALM,direct
9606.ENSP00000272286,ABCG8,direct
9606.ENSP00000272317,RPS27A,direct
9606.ENSP00000272321,WDPCP,direct
9606.ENSP00000272322,VPS54,direct
9606.ENSP00000272324,REG3G,direct
9606.ENSP00000272342,ETAA1,direct
9606.ENSP00000272367,CLEC4F,direct
9606.ENSP00000272369,MEIS1,direct
9606.ENSP00000272371,OTOF,direct
9606.ENSP00000272395,TRIM43,direct
9606.ENSP00000272418,MRPS5,direct
9606.ENSP00000272425,NAT8,direct
9606.ENSP00000272430,RTKN,direct
9606.ENSP00000272433,SFXN5,direct
9606.ENSP00000272438,TEX261,direct
9606.ENSP00000272444,DUSP11,direct
9606.ENSP00000272452,SULT1C4,direct
9606.ENSP00000272462,MALL,direct
9606.ENSP00000272519,RALB,direct
9606.ENSP00000272520,C1QL2,direct
9606.ENSP00000272542,SLC20A1,direct
9606.ENSP00000272602,CNGA3,direct
9606.ENSP00000272638,UBXN4,direct
9606.ENSP00000272641,NXPH2,direct
9606.ENSP00000272645,POLR2D,direct
9606.ENSP00000272647,AMMECR1L,direct
9606.ENSP00000272732,SCRN3,direct
9606.ENSP00000272771,TMEFF2,direct
9606.ENSP00000272839,METTL21A,direct
9606.ENSP00000272847,PTH2R,direct
9606.ENSP00000272852,CPO,direct
9606.ENSP00000272895,ABCA12,direct
9606.ENSP00000272902,SUMF1,direct
9606.ENSP00000272928,ACKR3,direct
9606.ENSP00000272937,HES6,direct
9606.ENSP00000273047,RAB5A,direct
9606.ENSP00000273062,CTDSP1,direct
9606.ENSP00000273063,SLC4A3,direct
9606.ENSP00000273067,MARCHF4,direct
9606.ENSP00000273077,PNKD,direct
9606.ENSP00000273130,DYNC1LI1,direct
9606.ENSP00000273153,CSRNP1,direct
9606.ENSP00000273173,SLC22A14,direct
9606.ENSP00000273179,CTDSPL,direct
9606.ENSP00000273183,STAC,direct
9606.ENSP00000273258,ARL6IP5,direct
9606.ENSP00000273261,LRIG1,direct
9606.ENSP00000273283,ITIH1,direct
9606.ENSP00000273286,LRTM1,direct
9606.ENSP00000273308,CNPY2,direct
9606.ENSP00000273317,LIMD1,direct
9606.ENSP00000273320,ZKSCAN7,direct
9606.ENSP00000273347,NXPE3,direct
9606.ENSP00000273352,ADGRG7,direct
9606.ENSP00000273353,MYH15,direct
9606.ENSP00000273359,ABHD10,direct
9606.ENSP00000273371,PLA1A,direct
9606.ENSP00000273375,RABL3,direct
9606.ENSP00000273395,BOC,direct
