string_protein_id,gene_symbol,match_type
9606.ENSP00000455265,TAF1C,direct
9606.ENSP00000455298,GOLGA8S,direct
9606.ENSP00000455308,ZNF598,direct
9606.ENSP00000455385,MKRN2OS,direct
9606.ENSP00000455426,ZNF423,direct
9606.ENSP00000455434,RD3L,direct
9606.ENSP00000455442,NUPR2,direct
9606.ENSP00000455444,TCF24,direct
9606.ENSP00000455469,GJE1,direct
9606.ENSP00000455507,OBSCN,direct
9606.ENSP00000455566,DOK4,direct
9606.ENSP00000455585,ZNF853,direct
9606.ENSP00000455607,PHKG2,direct
9606.ENSP00000455698,STMND1,direct
9606.ENSP00000455711,SCRT1,direct
9606.ENSP00000455771,TMSB15B,direct
9606.ENSP00000455785,KCTD13,direct
9606.ENSP00000455791,DYNLRB2,direct
9606.ENSP00000455811,LY6L,direct
9606.ENSP00000455813,DDX19B,direct
9606.ENSP00000455826,GOLGA8T,direct
9606.ENSP00000455854,TEX38,direct
9606.ENSP00000455897,MRC1,direct
9606.ENSP00000455906,MUC22,direct
9606.ENSP00000455971,FAM229A,direct
9606.ENSP00000456019,SQOR,direct
9606.ENSP00000456026,SMLR1,direct
9606.ENSP00000456206,TUBB8,direct
9606.ENSP00000456218,EARS2,direct
9606.ENSP00000456226,PRRT2,direct
9606.ENSP00000456333,TMEM210,direct
9606.ENSP00000456340,DET1,direct
9606.ENSP00000456348,PARP6,direct
9606.ENSP00000456401,GOLGA8J,direct
9606.ENSP00000456436,CNN2,direct
9606.ENSP00000456480,SNX29,direct
9606.ENSP00000456500,ZNF469,direct
9606.ENSP00000456543,CCDC187,direct
9606.ENSP00000456548,ELFN1,direct
9606.ENSP00000456566,RNF151,direct
9606.ENSP00000456594,TMEM178B,direct
9606.ENSP00000456609,STRA6,direct
9606.ENSP00000456743,KLHL36,direct
9606.ENSP00000456782,ZDHHC7,direct
9606.ENSP00000456851,BLOC1S6,direct
9606.ENSP00000456861,TBC1D3G,direct
9606.ENSP00000456894,GOLGA8H,direct
9606.ENSP00000456908,CTU2,direct
9606.ENSP00000456920,WFDC1,direct
9606.ENSP00000456927,GOLGA8M,direct
9606.ENSP00000456974,NPW,direct
9606.ENSP00000457016,INO80E,direct
9606.ENSP00000457044,ZFP1,direct
9606.ENSP00000457161,TEX46,direct
9606.ENSP00000457168,SZT2,direct
9606.ENSP00000457180,HAPLN3,direct
9606.ENSP00000457205,INSYN1,direct
9606.ENSP00000457206,SPSB3,direct
9606.ENSP00000457230,WWOX,direct
9606.ENSP00000457241,TSNAXIP1,direct
9606.ENSP00000457243,NOL3,direct
9606.ENSP00000457258,OGFOD1,direct
9606.ENSP00000457274,ZNF747,direct
9606.ENSP00000457353,EME2,direct
9606.ENSP00000457380,CEMP1,direct
9606.ENSP00000457386,SMIM1,direct
9606.ENSP00000457408,KIAA0513,direct
9606.ENSP00000457411,USP10,direct
9606.ENSP00000457421,PECAM1,direct
9606.ENSP00000457492,TMEM219,direct
9606.ENSP00000457511,CCDC179,direct
9606.ENSP00000457513,COX4I1,direct
9606.ENSP00000457539,APOBR,direct
9606.ENSP00000457625,DBNDD1,direct
9606.ENSP00000457689,POTEB,direct
9606.ENSP00000457703,UBL7,direct
9606.ENSP00000457715,ZNF865,direct
9606.ENSP00000457723,RNPS1,direct
9606.ENSP00000457728,TRAPPC2L,direct
9606.ENSP00000457733,SLC25A24,direct
9606.ENSP00000457748,RGSL1,direct
9606.ENSP00000457788,MAN2C1,direct
9606.ENSP00000457807,KCNJ18,direct
9606.ENSP00000457810,CENPT,direct
9606.ENSP00000457870,MLST8,direct
9606.ENSP00000457904,GOLGA8Q,direct
9606.ENSP00000457962,TGFBR3L,direct
9606.ENSP00000457991,PHLPP2,direct
9606.ENSP00000458018,HSPB9,direct
9606.ENSP00000458065,DUX4,direct
9606.ENSP00000458162,ACTG1,direct
9606.ENSP00000458290,METTL4,direct
9606.ENSP00000458316,INCA1,direct
9606.ENSP00000458355,DNAH2,direct
9606.ENSP00000458537,CTRL,direct
9606.ENSP00000458570,PCDHGA4,direct
9606.ENSP00000458585,MMP12,direct
9606.ENSP00000458663,CIC,direct
9606.ENSP00000458762,NMRAL1,direct
9606.ENSP00000458770,NDUFAB1,direct
9606.ENSP00000458772,C19ORF84,direct
9606.ENSP00000458791,GPR139,direct
9606.ENSP00000458879,ZSCAN10,direct
9606.ENSP00000458954,NUP88,direct
9606.ENSP00000458977,DPEP2,direct
9606.ENSP00000458986,CLUH,direct
9606.ENSP00000459019,PLSCR3,direct
9606.ENSP00000459028,OR1D5,direct
9606.ENSP00000459043,BICDL2,direct
9606.ENSP00000459216,ZNF578,direct
9606.ENSP00000459439,GFY,direct
9606.ENSP00000459451,ACSM2A,direct
9606.ENSP00000459533,LITAF,direct
9606.ENSP00000459551,LRRC37A2,direct
9606.ENSP00000459566,ZNF75A,direct
9606.ENSP00000459580,SPATA22,direct
9606.ENSP00000459615,SRGAP2,direct
9606.ENSP00000459626,MRTFB,direct
9606.ENSP00000459799,TNK1,direct
9606.ENSP00000459943,ANKFY1,direct
9606.ENSP00000459962,TRPV1,direct
9606.ENSP00000460070,GTF2I,direct
9606.ENSP00000460236,SPON1,direct
9606.ENSP00000460274,PCDHGA9,direct
9606.ENSP00000460348,PRPF8,direct
9606.ENSP00000460380,USP6,direct
9606.ENSP00000460437,PCTP,direct
9606.ENSP00000460475,NLRP1,direct
9606.ENSP00000460539,ARL17B,direct
9606.ENSP00000460547,ZFP90,direct
9606.ENSP00000460602,ERVMER34-1,direct
9606.ENSP00000460665,CCER2,direct
9606.ENSP00000460683,CTDNEP1,direct
9606.ENSP00000460823,TOM1L1,direct
9606.ENSP00000460825,WSCD1,direct
9606.ENSP00000460871,RSL1D1,direct
9606.ENSP00000460964,ATPAF1,direct
9606.ENSP00000460971,ZP2,direct
9606.ENSP00000461032,ZNF594,direct
9606.ENSP00000461269,SCIMP,direct
9606.ENSP00000461382,SLC43A2,direct
9606.ENSP00000461388,OVCA2,direct
9606.ENSP00000461425,ZNF66,direct
9606.ENSP00000461433,MCRIP1,direct
9606.ENSP00000461784,GOSR2,direct
9606.ENSP00000461785,RAB40B,direct
9606.ENSP00000461862,PCDHGB3,direct
9606.ENSP00000461879,POLR2A,direct
9606.ENSP00000461930,MRPS21,direct
9606.ENSP00000461945,RAB31,direct
9606.ENSP00000461947,CD226,direct
9606.ENSP00000462046,PIRT,direct
9606.ENSP00000462054,ZFP92,direct
9606.ENSP00000462099,RASSF5,direct
9606.ENSP00000462106,SMIM21,direct
9606.ENSP00000462116,SAP30BP,direct
9606.ENSP00000462154,BAHCC1,direct
9606.ENSP00000462172,KIAA0040,direct
9606.ENSP00000462259,AKAIN1,direct
9606.ENSP00000462269,ZNF488,direct
9606.ENSP00000462298,NOTCH2NLC,direct
9606.ENSP00000462309,CD300LF,direct
9606.ENSP00000462333,ENGASE,direct
9606.ENSP00000462337,VEZF1,direct
9606.ENSP00000462349,STARD6,direct
9606.ENSP00000462419,FAM222B,direct
9606.ENSP00000462435,TPPP3,direct
9606.ENSP00000462468,YES1,direct
9606.ENSP00000462521,TXNIP,direct
9606.ENSP00000462600,NBPF15,direct
9606.ENSP00000462647,ADCYAP1,direct
9606.ENSP00000462664,POLI,direct
9606.ENSP00000462701,CDH8,direct
9606.ENSP00000462717,CUEDC1,direct
9606.ENSP00000462729,OTUD7B,direct
9606.ENSP00000462745,DCAF8L2,direct
9606.ENSP00000462835,NAT9,direct
9606.ENSP00000462945,MSL1,direct
9606.ENSP00000462963,TEFM,direct
9606.ENSP00000462980,TAF4B,direct
9606.ENSP00000462996,SPATA33,direct
9606.ENSP00000462998,MIEN1,direct
9606.ENSP00000463013,OAZ2,direct
9606.ENSP00000463027,NCOA4,direct
9606.ENSP00000463032,FAM72C,direct
9606.ENSP00000463051,GDF2,direct
9606.ENSP00000463057,PPIAL4C,direct
9606.ENSP00000463058,RBM8A,direct
9606.ENSP00000463069,RNF43,direct
9606.ENSP00000463080,MARCHF10,direct
9606.ENSP00000463092,MSMB,direct
9606.ENSP00000463151,RBP3,direct
9606.ENSP00000463154,ANP32E,direct
9606.ENSP00000463159,C19ORF47,direct
9606.ENSP00000463201,SNURF,direct
9606.ENSP00000463233,PABPC4L,direct
9606.ENSP00000463245,TMEM98,direct
9606.ENSP00000463254,CCDC178,direct
9606.ENSP00000463287,KLF14,direct
9606.ENSP00000463325,PTPRM,direct
9606.ENSP00000463334,MIF4GD,direct
9606.ENSP00000463361,ELN,alias
9606.ENSP00000463375,TMEM200C,direct
9606.ENSP00000463393,SEC22B,direct
9606.ENSP00000463419,PPIAL4E,direct
9606.ENSP00000463533,KCNH6,direct
9606.ENSP00000463559,MYL12B,direct
9606.ENSP00000463574,ACP6,direct
9606.ENSP00000463650,RNF115,direct
9606.ENSP00000463653,RBFOX3,direct
9606.ENSP00000463752,GJD3,direct
9606.ENSP00000463762,TERB1,direct
9606.ENSP00000463778,KCNJ12,direct
9606.ENSP00000463784,RPL26,direct
9606.ENSP00000463842,RPL17,direct
9606.ENSP00000463939,ARHGDIA,direct
9606.ENSP00000463957,NBPF10,direct
9606.ENSP00000463978,SLC16A3,direct
9606.ENSP00000463982,YTHDC1,direct
9606.ENSP00000464006,PITPNC1,direct
9606.ENSP00000464030,IKBKE,direct
9606.ENSP00000464036,CDK11B,direct
9606.ENSP00000464050,DDX42,direct
9606.ENSP00000464087,RNF213,direct
9606.ENSP00000464121,ADAP2,direct
9606.ENSP00000464145,GDF10,direct
9606.ENSP00000464162,GREB1L,direct
9606.ENSP00000464215,CYB561,direct
9606.ENSP00000464218,ZNF286A,direct
9606.ENSP00000464231,SLC25A35,direct
9606.ENSP00000464258,VHLL,direct
9606.ENSP00000464275,C17ORF75,direct
9606.ENSP00000464317,MYH3,direct
9606.ENSP00000464330,C18ORF63,direct
9606.ENSP00000464342,RPL36,direct
9606.ENSP00000464357,CENPX,direct
9606.ENSP00000464359,MYL12A,direct
9606.ENSP00000464391,TSHZ1,direct
9606.ENSP00000464443,IFT20,direct
9606.ENSP00000464512,HELZ,direct
9606.ENSP00000464522,TIMM23,direct
9606.ENSP00000464535,LRRC37A3,direct
9606.ENSP00000464577,OTOP3,direct
9606.ENSP00000464619,PPIAL4H,direct
9606.ENSP00000464635,AMZ2,direct
9606.ENSP00000464780,TPGS2,direct
9606.ENSP00000464788,ZNF285,direct
9606.ENSP00000464813,RPL27,direct
9606.ENSP00000464814,COASY,direct
9606.ENSP00000464849,CAPNS1,direct
9606.ENSP00000464872,ZNF519,direct
9606.ENSP00000464893,UNK,direct
9606.ENSP00000464932,MFSD11,direct
9606.ENSP00000464955,PLEKHJ1,direct
9606.ENSP00000464976,ZNF850,direct
9606.ENSP00000465039,MAP4K1,direct
9606.ENSP00000465075,SPC24,direct
9606.ENSP00000465099,CAST,alias
9606.ENSP00000465103,MXRA7,direct
9606.ENSP00000465121,ZNF226,direct
9606.ENSP00000465157,MISP3,direct
9606.ENSP00000465204,CNTD1,direct
9606.ENSP00000465213,POP4,direct
9606.ENSP00000465260,CBARP,direct
9606.ENSP00000465261,TMC6,direct
9606.ENSP00000465295,KCNJ16,direct
9606.ENSP00000465356,APOC1,direct
9606.ENSP00000465419,TJP3,direct
9606.ENSP00000465432,C19ORF53,direct
9606.ENSP00000465500,TNFRSF11A,direct
9606.ENSP00000465578,ZNF529,direct
9606.ENSP00000465589,ACSBG2,direct
9606.ENSP00000465617,IER2,direct
9606.ENSP00000465630,EVPL,direct
9606.ENSP00000465638,TMEM100,direct
9606.ENSP00000465676,PIAS2,direct
9606.ENSP00000465685,AP1M2,direct
9606.ENSP00000465734,SLC16A2,direct
9606.ENSP00000465757,CCDC106,direct
9606.ENSP00000465759,POLRMT,direct
9606.ENSP00000465765,ELOF1,direct
9606.ENSP00000465894,MPPE1,direct
9606.ENSP00000465978,GSG1L2,direct
9606.ENSP00000465992,KIF18B,direct
9606.ENSP00000466009,PPY,direct
9606.ENSP00000466010,RPS15,direct
9606.ENSP00000466022,CEBPG,direct
9606.ENSP00000466025,CIRBP,direct
9606.ENSP00000466047,ZNF581,direct
9606.ENSP00000466051,ZNF404,direct
9606.ENSP00000466070,LYPD8,direct
9606.ENSP00000466072,ZSCAN5B,direct
9606.ENSP00000466090,ELANE,direct
9606.ENSP00000466111,RNMT,direct
9606.ENSP00000466121,FAAP24,direct
9606.ENSP00000466134,PRKCSH,direct
9606.ENSP00000466214,PDCD5,direct
9606.ENSP00000466259,ACLY,direct
9606.ENSP00000466285,NLRP11,direct
9606.ENSP00000466298,STX10,direct
9606.ENSP00000466363,PIP5K1C,direct
9606.ENSP00000466379,GET3,direct
9606.ENSP00000466399,RAD51D,direct
9606.ENSP00000466477,TSSK6,direct
9606.ENSP00000466500,ZNF396,direct
9606.ENSP00000466542,TLE2,direct
9606.ENSP00000466561,CEACAM16,direct
9606.ENSP00000466664,SLC44A2,direct
9606.ENSP00000466680,RND2,direct
9606.ENSP00000466690,CCDC68,direct
9606.ENSP00000466718,LSM12,direct
9606.ENSP00000466775,APOC2,direct
9606.ENSP00000466818,COX6B1,direct
9606.ENSP00000466845,GCDH,direct
9606.ENSP00000466880,FUT5,direct
9606.ENSP00000466898,PLPPR2,direct
9606.ENSP00000466907,ZNF524,direct
9606.ENSP00000466937,FHOD3,direct
9606.ENSP00000466953,WTIP,direct
9606.ENSP00000466967,TRMT1,direct
9606.ENSP00000467024,RAD23A,direct
9606.ENSP00000467107,RINL,direct
9606.ENSP00000467123,NLRP7,direct
9606.ENSP00000467141,TTN,direct
9606.ENSP00000467176,TNNT1,direct
9606.ENSP00000467201,GJC1,direct
9606.ENSP00000467218,ZNF570,direct
9606.ENSP00000467262,UQCR11,direct
9606.ENSP00000467266,COX6B2,direct
9606.ENSP00000467271,ABCA8,direct
9606.ENSP00000467290,SEMA6B,direct
9606.ENSP00000467301,OR4F17,direct
9606.ENSP00000467423,SAFB,direct
9606.ENSP00000467494,GIPR,direct
9606.ENSP00000467537,PTPRS,direct
9606.ENSP00000467556,GPATCH8,direct
9606.ENSP00000467579,WBP2,direct
9606.ENSP00000467600,SYNGR2,direct
9606.ENSP00000467661,PRCD,direct
9606.ENSP00000467723,ZNF699,direct
9606.ENSP00000467740,ANKRD62,direct
9606.ENSP00000467753,LINGO3,direct
9606.ENSP00000467843,BOD1L2,direct
9606.ENSP00000467931,ZNF461,direct
9606.ENSP00000468002,KANK2,direct
9606.ENSP00000468007,LUZP6,direct
9606.ENSP00000468025,TMEM101,direct
9606.ENSP00000468032,SARM1,direct
9606.ENSP00000468049,ZNF101,direct
9606.ENSP00000468086,MC5R,direct
9606.ENSP00000468153,ZNF559,direct
9606.ENSP00000468232,CCDC159,direct
9606.ENSP00000468236,APOC4,direct
9606.ENSP00000468253,CFD,direct
9606.ENSP00000468304,MBTD1,direct
9606.ENSP00000468308,FAM20A,direct
9606.ENSP00000468312,EML2,direct
9606.ENSP00000468348,MAP2K6,direct
9606.ENSP00000468354,ANKRD29,direct
9606.ENSP00000468376,PLK5,direct
9606.ENSP00000468411,PSENEN,direct
9606.ENSP00000468424,NMT1,direct
9606.ENSP00000468425,TK1,direct
9606.ENSP00000468592,BCAS3,direct
9606.ENSP00000468633,SEC11C,direct
9606.ENSP00000468643,ZNF121,direct
9606.ENSP00000468678,PLEKHH3,direct
9606.ENSP00000468720,ZNF253,direct
9606.ENSP00000468723,MICOS13,direct
9606.ENSP00000468782,ZBTB7C,direct
9606.ENSP00000468785,MBD1,direct
9606.ENSP00000468897,FPR2,direct
9606.ENSP00000468927,STAP2,direct
9606.ENSP00000468956,JOSD2,direct
9606.ENSP00000468969,WDR83OS,direct
9606.ENSP00000468980,SLC25A53,direct
9606.ENSP00000469035,COPE,direct
9606.ENSP00000469049,TNFSF14,direct
9606.ENSP00000469142,NPAS1,direct
9606.ENSP00000469158,SPHK2,direct
9606.ENSP00000469194,EMP3,direct
9606.ENSP00000469240,CHMP2A,direct
9606.ENSP00000469242,SPTBN4,direct
9606.ENSP00000469315,KLK15,direct
9606.ENSP00000469332,GABRQ,direct
9606.ENSP00000469337,LRRC63,direct
9606.ENSP00000469391,ZNF677,direct
9606.ENSP00000469413,PAK4,direct
9606.ENSP00000469417,KLK9,direct
9606.ENSP00000469441,CTAG1A,direct
9606.ENSP00000469445,PNMA3,direct
9606.ENSP00000469455,NTF4,direct
9606.ENSP00000469468,LSM4,direct
9606.ENSP00000469474,CCDC177,direct
9606.ENSP00000469534,WIZ,direct
9606.ENSP00000469582,ZNF729,direct
9606.ENSP00000469591,ZNF628,direct
9606.ENSP00000469613,FLT3LG,direct
9606.ENSP00000469686,EGLN2,direct
9606.ENSP00000469696,PDE4C,direct
9606.ENSP00000469759,LRIT3,direct
9606.ENSP00000469836,MPV17L2,direct
9606.ENSP00000469863,DYRK1B,direct
9606.ENSP00000469876,SCGB2B2,direct
9606.ENSP00000469880,VRK3,direct
9606.ENSP00000469958,ZNF626,direct
9606.ENSP00000469998,ZNF114,direct
9606.ENSP00000470123,ZSCAN18,direct
9606.ENSP00000470129,MIA,direct
9606.ENSP00000470142,UPF1,direct
9606.ENSP00000470152,DTNA,direct
9606.ENSP00000470176,AP2S1,direct
9606.ENSP00000470185,CT45A1,direct
9606.ENSP00000470209,ZNF257,direct
9606.ENSP00000470239,ZNF836,direct
9606.ENSP00000470246,RAB4B,direct
9606.ENSP00000470248,PRICKLE3,direct
9606.ENSP00000470252,SUPT5H,direct
9606.ENSP00000470262,TRAPPC5,direct
9606.ENSP00000470323,ZNF329,direct
9606.ENSP00000470381,ZNF468,direct
9606.ENSP00000470441,RNF225,direct
9606.ENSP00000470538,KLK7,direct
9606.ENSP00000470539,PET100,direct
9606.ENSP00000470555,KLK13,direct
9606.ENSP00000470560,EMG1,direct
9606.ENSP00000470584,SPANXN2,direct
9606.ENSP00000470652,SLC35E1,direct
9606.ENSP00000470746,ZNF841,direct
9606.ENSP00000470788,IL12RB1,direct
9606.ENSP00000470801,SLC6A14,direct
9606.ENSP00000470813,CGB7,direct
9606.ENSP00000470879,TMEM59L,direct
9606.ENSP00000470972,RPS19,direct
9606.ENSP00000471000,ZNF616,direct
9606.ENSP00000471041,ZNF615,direct
9606.ENSP00000471126,SMIM17,direct
9606.ENSP00000471191,NUP62,direct
9606.ENSP00000471239,ZFP36,direct
9606.ENSP00000471252,ANKRD24,direct
9606.ENSP00000471277,ZNF558,direct
9606.ENSP00000471299,MAGIX,direct
9606.ENSP00000471417,ANKDD1B,direct
9606.ENSP00000471418,CT45A3,direct
9606.ENSP00000471454,CCDC61,direct
9606.ENSP00000471455,CCDC124,direct
9606.ENSP00000471457,MYO9B,direct
9606.ENSP00000471477,FGF21,direct
9606.ENSP00000471493,FPR1,direct
9606.ENSP00000471512,DEDD2,direct
9606.ENSP00000471516,ZNF726,direct
9606.ENSP00000471536,MARCHF2,direct
9606.ENSP00000471575,MBD3L1,direct
9606.ENSP00000471593,ZNF728,direct
9606.ENSP00000471604,TEX13A,direct
9606.ENSP00000471646,SCGB1C2,direct
9606.ENSP00000471683,SLC38A5,direct
9606.ENSP00000471700,FKBP8,direct
9606.ENSP00000471735,MPND,direct
9606.ENSP00000471754,ZNF480,direct
9606.ENSP00000471851,ADAMTS10,direct
9606.ENSP00000471894,HAMP,direct
9606.ENSP00000471896,IRF3,direct
9606.ENSP00000471921,SPIB,direct
9606.ENSP00000471932,TMEM185A,direct
9606.ENSP00000472109,TEAD2,direct
9606.ENSP00000472124,NOTCH2NLB,direct
9606.ENSP00000472249,GMFG,direct
9606.ENSP00000472305,ZNF358,direct
9606.ENSP00000472308,TEX101,direct
9606.ENSP00000472316,OPN1MW,direct
9606.ENSP00000472409,ARL14EPL,direct
9606.ENSP00000472445,POLD1,direct
9606.ENSP00000472467,CXCL17,direct
9606.ENSP00000472469,RPS28,direct
9606.ENSP00000472474,IL4I1,direct
9606.ENSP00000472546,PLA2G4C,direct
9606.ENSP00000472619,ZNF83,direct
9606.ENSP00000472620,C5AR2,direct
9606.ENSP00000472681,ASCL5,direct
9606.ENSP00000472802,ZNF446,direct
9606.ENSP00000472808,ZNF473,direct
9606.ENSP00000472836,KXD1,direct
9606.ENSP00000472847,SARS2,direct
9606.ENSP00000472867,ZIK1,direct
9606.ENSP00000472914,SUGP2,direct
9606.ENSP00000472919,ERVV-2,direct
9606.ENSP00000472929,VAV1,direct
9606.ENSP00000472959,ZNF730,direct
9606.ENSP00000472969,ZNF99,direct
9606.ENSP00000472985,RPS5,direct
9606.ENSP00000472998,SNRNP70,direct
9606.ENSP00000473001,FCHO1,direct
9606.ENSP00000473036,PNMA8B,direct
9606.ENSP00000473047,KLK11,direct
9606.ENSP00000473091,ZNF320,direct
9606.ENSP00000473093,MAGEA3,direct
9606.ENSP00000473153,ERVV-1,direct
9606.ENSP00000473159,FFAR2,direct
9606.ENSP00000473163,P0DMU3,uniprot
9606.ENSP00000473172,RUVBL2,direct
9606.ENSP00000473185,SELENOW,direct
9606.ENSP00000473194,ZNF334,direct
9606.ENSP00000473212,GPR42,direct
9606.ENSP00000473238,SIGLEC5,direct
9606.ENSP00000473290,NELFCD,direct
9606.ENSP00000473348,H6PD,direct
9606.ENSP00000473361,FXYD4,direct
9606.ENSP00000473370,MEI4,direct
9606.ENSP00000473381,OAZ1,direct
9606.ENSP00000473383,FBLL1,direct
9606.ENSP00000473469,DENND4C,direct
9606.ENSP00000473474,SDR42E2,direct
9606.ENSP00000473493,MAGEB5,direct
9606.ENSP00000473553,CSNK2A3,direct
9606.ENSP00000473623,UBE2E3,direct
9606.ENSP00000473631,DNAJC3,direct
9606.ENSP00000473665,SBNO1,direct
9606.ENSP00000473842,EBLN1,direct
9606.ENSP00000473853,MMP28,direct
9606.ENSP00000473929,FXYD3,direct
9606.ENSP00000473941,HEATR9,direct
9606.ENSP00000473980,MRPL37,direct
9606.ENSP00000473990,ALDH3B1,direct
9606.ENSP00000474003,TRIM77,direct
9606.ENSP00000474032,DYNC2LI1,direct
9606.ENSP00000474071,CCDC120,direct
9606.ENSP00000474090,UPP2,direct
9606.ENSP00000474096,TAF15,direct
9606.ENSP00000474135,IGHV3-11,direct
9606.ENSP00000474182,LEKR1,direct
9606.ENSP00000474204,CTAGE15,direct
9606.ENSP00000474230,RASL10B,direct
9606.ENSP00000474246,IZUMO3,direct
9606.ENSP00000474253,SETD1B,direct
9606.ENSP00000474385,ADAM21,direct
9606.ENSP00000474388,CTAGE6,direct
9606.ENSP00000474412,CCL5,direct
9606.ENSP00000474456,NBPF1,direct
9606.ENSP00000474487,LIX1L,direct
9606.ENSP00000474529,GAS2L2,direct
9606.ENSP00000474560,HADH,direct
9606.ENSP00000474621,SLC22A31,direct
9606.ENSP00000474720,ARMCX5,direct
9606.ENSP00000474725,FBXW7,direct
9606.ENSP00000474988,TPBGL,direct
9606.ENSP00000475068,SMAGP,direct
9606.ENSP00000475146,C17ORF50,direct
9606.ENSP00000475168,RER1,direct
9606.ENSP00000475189,ANKRD34A,direct
9606.ENSP00000475216,KPRP,direct
9606.ENSP00000475224,ASDURF,direct
9606.ENSP00000475261,A3GALT2,direct
9606.ENSP00000475270,LCE1C,direct
9606.ENSP00000475344,APLNR,direct
9606.ENSP00000475473,CHURC1,direct
9606.ENSP00000475489,MPHOSPH9,direct
9606.ENSP00000475615,CWC15,direct
9606.ENSP00000475626,DUSP13B,alias
9606.ENSP00000475700,TM2D1,direct
9606.ENSP00000475724,CSNK1G1,direct
9606.ENSP00000475727,TBC1D7,direct
9606.ENSP00000475750,HEBP2,direct
9606.ENSP00000475845,CDC42SE1,direct
9606.ENSP00000475915,CNKSR3,direct
9606.ENSP00000475924,POLDIP2,direct
9606.ENSP00000475939,DNAH11,direct
9606.ENSP00000475986,ACYP2,direct
9606.ENSP00000476100,GTF2H5,direct
9606.ENSP00000476117,WDR18,direct
9606.ENSP00000476119,NUDT3,direct
9606.ENSP00000476136,H2BC11,direct
9606.ENSP00000476140,UQCC2,direct
9606.ENSP00000476141,MT1HL1,direct
9606.ENSP00000476145,FRK,direct
9606.ENSP00000476176,SLC37A4,direct
9606.ENSP00000476228,SIRT5,direct
9606.ENSP00000476253,SRRM5,direct
9606.ENSP00000476295,CDYL2,direct
9606.ENSP00000476312,BHLHA15,direct
9606.ENSP00000476369,FBXW2,direct
9606.ENSP00000476384,SCX,direct
9606.ENSP00000476386,DCP1A,direct
9606.ENSP00000476412,CHMP4A,direct
9606.ENSP00000476480,NT5C3A,direct
9606.ENSP00000476499,ZBTB8B,direct
9606.ENSP00000476510,LYPD4,direct
9606.ENSP00000476519,KCNN1,direct
9606.ENSP00000476603,GPRIN3,direct
9606.ENSP00000476672,RPEL1,direct
9606.ENSP00000476746,ZBTB25,direct
9606.ENSP00000476792,RTL5,direct
9606.ENSP00000476815,SLC25A16,direct
9606.ENSP00000476820,TRABD2B,direct
9606.ENSP00000476821,KRTAP10-7,direct
9606.ENSP00000476948,RPAP2,direct
9606.ENSP00000477014,OR8G5,direct
9606.ENSP00000477017,SMIM5,direct
9606.ENSP00000477059,XKR7,direct
9606.ENSP00000477141,FRRS1L,direct
9606.ENSP00000477213,APBB1,direct
9606.ENSP00000477259,OR8J1,direct
9606.ENSP00000477310,DYNLL2,direct
9606.ENSP00000477314,PCDHB16,direct
9606.ENSP00000477341,PPM1K,direct
9606.ENSP00000477344,SYT6,direct
9606.ENSP00000477352,SCOC,direct
9606.ENSP00000477392,ZNF595,direct
9606.ENSP00000477437,KCNJ6,direct
9606.ENSP00000477445,OR10G6,direct
9606.ENSP00000477455,GRIN2B,direct
9606.ENSP00000477502,NOMO2,direct
9606.ENSP00000477507,RIOX1,direct
9606.ENSP00000477509,NBPF11,direct
9606.ENSP00000477515,DGKK,direct
9606.ENSP00000477527,H2BC17,direct
9606.ENSP00000477538,NAP1L1,direct
9606.ENSP00000477548,HCRTR2,direct
9606.ENSP00000477563,MR1,direct
9606.ENSP00000477567,CYP4F8,direct
9606.ENSP00000477572,HMOX2,direct
9606.ENSP00000477587,SRD5A2,direct
9606.ENSP00000477590,CPNE3,direct
9606.ENSP00000477597,MROH2A,direct
9606.ENSP00000477602,ELOVL1,direct
9606.ENSP00000477613,BIRC2,direct
9606.ENSP00000477627,TMC4,direct
9606.ENSP00000477639,NAGK,direct
9606.ENSP00000477648,LYNX1,direct
9606.ENSP00000477653,DUSP14,direct
9606.ENSP00000477654,LAS2,alias
9606.ENSP00000477679,TBC1D3F,direct
9606.ENSP00000477695,ANKRD20A1,direct
9606.ENSP00000477706,ZNF316,direct
9606.ENSP00000477707,NR1H3,direct
9606.ENSP00000477713,LCK,direct
9606.ENSP00000477715,CPEB1,direct
9606.ENSP00000477716,ZNF8,direct
9606.ENSP00000477725,KANK1,direct
9606.ENSP00000477760,ANAPC16,direct
9606.ENSP00000477781,TPT1,direct
9606.ENSP00000477792,LRRC41,direct
9606.ENSP00000477796,GCH1,direct
9606.ENSP00000477815,PTCRA,direct
9606.ENSP00000477817,PTPDC1,direct
9606.ENSP00000477829,LHX1,direct
9606.ENSP00000477841,ZNF282,direct
9606.ENSP00000477846,CLEC18C,direct
9606.ENSP00000477848,AATF,direct
9606.ENSP00000477856,GGTLC3,direct
9606.ENSP00000477868,TOX4,direct
9606.ENSP00000477870,H4C7,direct
9606.ENSP00000477871,TMEM265,direct
9606.ENSP00000477878,ARID3B,direct
9606.ENSP00000477907,H2BC14,direct
9606.ENSP00000477908,CCL3,direct
9606.ENSP00000477973,STAG3,direct
9606.ENSP00000477979,NBPF9,direct
9606.ENSP00000477981,SLC25A14,direct
9606.ENSP00000477999,NOS1,direct
9606.ENSP00000478017,HNRNPCL3,direct
9606.ENSP00000478024,CCL16,direct
9606.ENSP00000478026,ANXA8,direct
9606.ENSP00000478059,STIM1,direct
